NCTId,final_date,start_date,field_changed,final_value,start_value
NCT07347548,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Overall Status,Recruiting,Completed
NCT07347548,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Start Date,2026-01-06,2025-12-11
NCT07347548,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Primary Completion Date,2026-06-01,2026-01-06
NCT07347548,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Completion Date,2026-06-01,2026-01-06
NCT07347548,2026-03-01 07:33:13.464479,2026-02-01 07:37:25.453478,Last Update Post Date,2026-02-13,2026-01-16
NCT07347548,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Overall Status,Active Not Recruiting,Recruiting
NCT07347548,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Last Update Post Date,2026-04-09,2026-02-13
NCT07429240,2026-04-01 08:15:57.024034,2026-03-01 07:33:13.464479,Last Update Post Date,2026-03-13,2026-02-24
NCT07429240,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Overall Status,Recruiting,Not Yet Recruiting
NCT07429240,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Start Date,2026-04-24,2026-03-01
NCT07429240,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Last Update Post Date,2026-04-30,2026-03-13
NCT07467187,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Overall Status,Recruiting,Not Yet Recruiting
NCT07467187,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Start Date,2026-04-13,2026-04-01
NCT07467187,2026-05-01 09:01:11.670236,2026-04-01 08:15:57.024034,Last Update Post Date,2026-04-20,2026-03-27
